smiles,NG (1321/ 38650)
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3cncnc3)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0
C[C@H]1CCCCO[C@H](CN(C)C(=O)Cc2ccccc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)NC3CCCCC3)ccc2O1,0
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3F)ccc2OC[C@H](C)N(CCC(F)(F)F)C[C@H]1C,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(N(C)C)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccc(Cl)cc1,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)Nc3cccc4ccccc34)c2O[C@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2,0
C[C@H]1CCCCO[C@@H](CN(C)S(=O)(=O)c2ccccc2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O1,0
Nc1cc(=O)nc2[nH][nH]c(=S)n12,0
CCCNC(=O)N(C)C[C@H]1Oc2cc(C#Cc3cccc(F)c3)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@@H]1C,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)NC3CCCCC3)cc2C1=O,0
O=C(c1ccccc1F)N1c2ccccc2Sc2ccccc21,0
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0
CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,0
CN1C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H]2O[C@@H](CC(=O)N3CCOCC3)CC[C@H]21,0
COc1ccc(S(=O)(=O)N(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
C=C1C(=O)O[C@@H]2/C=C(\CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)Cc3ccc(O)cc3)CC/C=C(/C=O)C[C@H](O)[C@@H]12,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2O[C@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0
CC(C)NC(=O)N(C)C[C@@H]1Oc2ccc(NC(=O)CCC(F)(F)F)cc2CC(=O)N([C@H](C)CO)C[C@H]1C,0
CCCN(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0
O=C(C[C@@H]1C[C@@H]2c3cc(NS(=O)(=O)c4ccccc4)ccc3O[C@@H]2[C@@H](CO)O1)NC1CCCCC1,0
COc1ccc(CN(C)C[C@H]2Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3CC(=O)N([C@H](C)CO)C[C@@H]2C)cc1,0
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)O3)cc1,0
O=C(/C=C/c1ccccc1)OC[C@H]1O[C@@H](O[C@@H]2CC(C(=O)O)=C[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2O1,0
O=C(O)Cc1cnc[nH]1,0
O=C(c1ccncc1)N1C[C@@H]2[C@H](c3ccccc31)[C@@H](CO)N2C(=O)CN1CCOCC1,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc2ccc(NC(=O)CCN3CCOCC3)cc2CC1=O,0
Nc1nc2c(s1)CNCC2,0
CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NS(C)(=O)=O)cc2C(=O)N([C@@H](C)CO)C[C@@H]1C,0
Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)C(=O)N([C@@H](C)CO)C[C@H](C)[C@H](CN(C)Cc1ccc(C(=O)Nc3ccccc3N)cc1)O2,0
Cc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3CC(=O)N([C@@H](C)CO)C[C@@H]2C)cc1,0
Cn1cnc(S(=O)(=O)N[C@@H]2CC[C@H](CC(=O)N3CCN(c4ccccc4)CC3)O[C@H]2CO)c1,0
O=C(C[C@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)Nc2ccc(Cl)cc2)O1)NC1Cc2ccccc2C1,0
COC(=O)C[C@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2cn(C)cn2)O1,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NS(C)(=O)=O)ccc2O[C@H]1CN(C)Cc1ccc2c(c1)OCO2,0
NCCc1c(C(=O)O)[nH]c2ccc(Br)cc12,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(C#CCN(C)C)cnc2O[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0
COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C(=O)Nc1ccc(F)cc1)CC31CCN(Cc2ccc(F)cc2)CC1,0
CO[C@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@@H](C)CO,1
C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)CN(C)C)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0
O=C(C[C@@H]1C[C@H]2c3cc(NS(=O)(=O)c4ccc(F)cc4)ccc3O[C@H]2[C@@H](CO)O1)NCc1cccnc1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)c2O[C@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O[C@@H]1CN(C)C(=O)Nc1ccccc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,0
N#CCCN1CCCC2(CCCC2)C1,0
O=C(NO)c1ccc(C(=O)N/N=C/[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)cc1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)C3CCOCC3)c2O[C@@H]1CN(C)Cc1ccc(C(=O)O)cc1,0
CCOC(=O)N(C)C[C@H]1OCc2cn(nn2)CCCC(=O)N([C@H](C)CO)C[C@@H]1C,0
C[C@@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)c1ccccc1,0
COc1ccc(S(=O)(=O)N(C)C[C@@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(F)cc4)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Cc3cn(C)c4ccccc34)ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
C[C@H]1CCCCO[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc(F)cc3)ccc2O1,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2CC1=O,0
Cc1cn(C[C@H](N)C(=O)O)c(=O)n(Cc2ccsc2C(=O)O)c1=O,0
COCCC(=O)N1CCC2(CC1)COC2,0
N=C(N)SC=CC(=O)O,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,0
COc1ccccc1-c1ccc2c(c1)O[C@@H](CN(C)C(=O)c1ccncc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0
Cc1ccc(/C=N/N(C)C2=NCCN2)o1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccc(C(F)(F)F)cc3)c2O[C@H]1CN(C)C(=O)Nc1ccc(F)cc1,1
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NS(C)(=O)=O)ccc2O[C@H]1CN(C)C(=O)Nc1ccc(F)cc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)CCCCCC(=O)Nc3ccccc3N)ccc2O[C@@H]1CN(C)Cc1ccc(Cl)c(Cl)c1,0
C[C@@H]1CCCCO[C@@H](CN(C)C(=O)Nc2ccc3c(c2)OCO3)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O1,0
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3cccc(F)c3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1F,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3cccc4ccccc34)ccc2O[C@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0
Cn1cnc(CN)c1,0
O=C(CN1CCOCC1)N[C@@H]1CC[C@@H](CCNC(=O)C2CCC2)O[C@@H]1CO,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(F)(F)F)cc1,0
S=P(N1CC1)(N1CC1)N1CC1,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2O[C@H]1CN(C)S(C)(=O)=O,0
CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@@H](C)N(C(=O)C2CCOCC2)C[C@@H]1C,0
O=C(Cc1cccs1)N1c2ccccc2Sc2ccccc21,0
COCC(=O)N1C[C@@H](C)[C@@H](OC)CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@@H]1C,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccccc3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)c1ccccc1,0
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCCCC[C@@H](C)O3)cc1,0
COc1ccc(S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@H](CC(=O)NCc4ccc(Cl)c(Cl)c4)CC[C@H]32)cc1,0
CN1C(=O)N[C@@H]2c3ccccc3O[C@@]1(COC(=O)NCCCCCC(=O)NO)[C@@H]2COC(=O)c1ccccc1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Nc3ccc(F)cc3)ccc2O[C@H]1CN(C)Cc1ccc(Cl)c(Cl)c1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(/C=C/c3ccccc3)cnc2O[C@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
CC(C)c1ccc(/C=C2\CSc3ccccc3C2=O)cc1,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccccc3)cc2C1=O,0
O=C(C[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2)[C@H](CO)O1)N1CCC(Cc2ccccc2)CC1,0
COc1ccc(C#Cc2ccc3c(c2)O[C@H](CN(C)C(C)=O)[C@H](C)CN([C@H](C)CO)S3(=O)=O)cc1,0
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@@H](C)CO)C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)O3)cc1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O[C@H](C)CCCCO[C@H]1CN(C)C(=O)Cc1ccccc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3cccs3)ccc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0
CCNc1nc(NCC)nc(OCC#N)n1,0
COc1ccc(NC(=O)Nc2ccc3c(c2)CC(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)Cc2ccc(C(=O)Nc4ccccc4N)cc2)O3)cc1,0
COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)c3ccc(-c4nccs4)cc3)c2O[C@H]1CN(C)Cc1ccccc1,0
CN(C)CC(=O)N[C@H]1CC[C@@H](CCNC(=O)C2CCC2)O[C@H]1CO,0
CCCN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NS(C)(=O)=O)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0
C[C@H]1CCCCO[C@@H](CN(C)C(=O)C2CCCCC2)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O1,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cccc(NC(=O)c3nc4ccccc4s3)c2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12,0
C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccncc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0
C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Cc3cn(C)c4ccccc34)ccc2O[C@H]1CN(C)CC1CCCCC1,0
COc1ccc2c3c([nH]c2c1)[C@H](CO)N(S(=O)(=O)c1cn(C)cn1)CC31CN(CC2CCCCC2)C1,0
CN(C)C(=O)N1CCC2(CC1)CC1(CCN(S(=O)(=O)C3CC3)CC1)N(C)C2=O,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NS(=O)(=O)c3ccc(Cl)cc3)c2O[C@@H]1CN(C)Cc1ccc(C(F)(F)F)cc1,0
COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3cc(C4=CCCC4)ccc3S(=O)(=O)N([C@H](C)CO)C[C@@H]2C)cc1,0
COc1ccc(NC(=O)N(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2O[C@H](C)CCCCO[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(Cc2ccc(-c3ccccn3)cc2)C[C@@H]1C,0
CO[C@H](CN(C)C(=O)C1CCOCC1)[C@@H](C)CN(C(=O)Nc1ccc(C(F)(F)F)cc1)[C@H](C)CO,1
C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2nncc2CO[C@@H]1CN(C)C(=O)Nc1ccc(C(C)(C)C)cc1,0
CC(=O)N1CSC[C@H]1C(=O)O,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(-c3ccccc3)cc2)OCc2ccccc2-c2c(n(C)c3ccccc23)C1=O,0
C[C@H]1CCCCO[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NC(=O)c3ccccc3)ccc2O1,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)Nc3ccccc3)cc2C1=O,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2ccc(NS(=O)(=O)c3cccs3)cc2CC1=O,0
C[C@@H]1CN([C@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(F)(F)F)cc1,1
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O[C@@H]1CN(C)Cc1ccccc1,0
COCC#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)Nc1cc(F)ccc1F)O2,0
NCC1(c2cccs2)CCCC1,0
CC(C)NC(=O)N(C)C[C@H]1Oc2ccc(NC(=O)c3ccncc3)cc2CC(=O)N([C@@H](C)CO)C[C@H]1C,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Cc3ccccc3)ccc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,0
COc1ccc(S(=O)(=O)N(C)C[C@@H]2Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3C(=O)N([C@H](C)CO)C[C@@H]2C)cc1,0
C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccc(F)cc2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1,0
CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3cccc4ccccc34)cc2C(=O)N([C@H](C)CO)C[C@H]1C,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc(F)cc3)ccc2O[C@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
COc1ccc([Si](C)(C)[C@@H]2[C@@H](CCOC(=O)NCCCCCC(=O)NO)O[C@@]3(C(=O)N(Cc4cccc(I)c4)c4ccccc43)[C@H]2C)cc1,1
C[C@H]1CCCCO[C@H](CN(C)S(=O)(=O)c2cccs2)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0
Cc1noc(C)c1NC(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1ccc(C(F)(F)F)cc1)O2,0
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cnccn2)Oc2cc(Br)ccc2S1(=O)=O,0
CN1C(=O)c2cc(NC(=O)c3cccs3)ccc2OC[C@@H]2O[C@H](CC(=O)NCC(F)(F)F)CC[C@@H]21,0
COc1ccccc1-c1ccc2c(c1)O[C@@H](CN(C)C(=O)c1cccnc1)[C@H](C)CN([C@@H](C)CO)S2(=O)=O,0
C[C@H]1CCCCO[C@H](CN(C)C(=O)Nc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2O1,0
Cc1ccc(S(=O)(=O)N(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc5c(c4)OCO5)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
COc1ccccc1S(=O)(=O)N(C)C[C@H]1Oc2cc(C#CCC(C)C)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,0
NC(=O)NCC#Cc1ccc2c(c1)[C@]1(C(=O)N2)[C@H](C(=O)N2CCCCCCC2)[C@H]2C(=O)O[C@H](c3ccccc3)[C@H](c3ccccc3)N2[C@@H]1c1ccc(O)cc1,0
COc1ccc(S(=O)(=O)N(C)C[C@@H]2OCCCC[C@@H](C)Oc3ccc(NC(=O)C4CCCCC4)cc3C(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NC(=O)Cc4ccccc4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1,0
C=CCN([C@@H](Cc1ccccc1)[C@@H](O)c1cn(CCCNC(=O)C(=O)NC)nn1)S(=O)(=O)c1ccccc1[N+](=O)[O-],0
O=C(C[C@H]1C[C@H]2c3cc(NC(=O)Cc4ccncc4)ccc3O[C@H]2[C@@H](CO)O1)NCc1ccc2c(c1)OCO2,0
CC(C)NC(=O)N[C@H]1CC[C@H](CCN)O[C@@H]1CO,0
Cc1noc(C)c1NC(=O)N(C)C[C@@H]1Oc2ncc(C#CCC(C)C)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0
COCC(=O)Nc1ccc2c(c1)OC[C@H](C)N(C(=O)Cc1ccccn1)C[C@H](C)[C@H](OC)CN(C)C2=O,0
C[C@H]1CCCCO[C@H](CN(C)C(=O)Cc2ccccc2)[C@@H](C)CN([C@@H](C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O1,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,1
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)Cn3cnnn3)ccc2O[C@@H]1CN(C)Cc1ccc(C(F)(F)F)cc1,0
O=C(O)CN1Cc2ccccc2C1=O,0
C=CC[C@@H](Cc1ccc(F)cc1)C(=O)OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC=C)CC(=O)N(CCO)Cc1ccccc1,0
CC(C)NC(=O)N(C)C[C@@H]1Oc2ncc(-c3ccc(C(=O)N(C)C)cc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O[C@@H]1CN(C)C(=O)Nc1ccccc1,0
Cc1noc(C)c1S(=O)(=O)N(C)C[C@H]1Oc2ccc(NC(=O)c3ccncc3)cc2C(=O)N([C@H](C)CO)C[C@@H]1C,0
O=C(C[C@H]1C[C@@H]2c3cc(NC(=O)c4ccc5c(c4)OCO5)ccc3O[C@@H]2[C@H](CO)O1)NCC(F)(F)F,0
COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C(=O)c1cnccn1)CC31CN(S(C)(=O)=O)C1,0
COc1ccccc1C#Cc1cnc2c(c1)C(=O)N([C@H](C)CO)C[C@@H](C)[C@H](CN(C)C(=O)CC1CC1)O2,0
C[C@H]1CCCCO[C@@H](CN(C)Cc2ccc3c(c2)OCO3)[C@@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2O1,0
FC(F)(F)c1ccc(/C=N/c2cc(Cl)cc(Cl)c2)cc1,0
NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,0
CC(C)(C)c1cc(CN)n[nH]1,0
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)CC(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)Cc1ccc(C(=O)O)cc1)O2,0
O=C(C[C@@H]1CC[C@H](NC(=O)CN2CCOCC2)[C@H](CO)O1)NCCc1ccccc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)Nc3ccc(F)cc3)c2O[C@H]1CN(C)C(=O)Nc1cccc2ccccc12,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0
COc1ccc(COC[C@]23NC(=S)N[C@H](c4ccccc4O2)[C@H]3COC(=O)NCCCCCC(=O)NO)cc1,0
CCS(=O)(=O)N1CC2(CN(C(=O)Nc3cccc(F)c3)[C@H](CO)c3c2c2ccc(OC)cc2n3C)C1,0
C[C@H](NC(=O)N(C)C[C@H]1OCc2ccccc2-c2ccccc2C(=O)N([C@H](C)CO)C[C@@H]1C)c1ccccc1,0
COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(C#CCN(C)C)ccc3S(=O)(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NC(=O)C3CCCCC3)ccc2O[C@@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
C[C@H](O)C#Cc1ccc2c(c1)O[C@@H](CN(C)C(=O)Nc1ccccc1)[C@H](C)CN([C@H](C)CO)S2(=O)=O,0
C[C@H]1CN([C@H](C)CO)C(=O)c2cc(NC(=O)C3CCCCC3)ccc2O[C@H](C)CCCCO[C@@H]1CN(C)C(=O)Nc1ccc(C(F)(F)F)cc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cccc(NC(=O)CCCCCC(=O)Nc3ccccc3N)c2O[C@@H]1CN(C)Cc1ccccc1,0
CN(C)C(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@H](O)CN2S(=O)(=O)c2ccccc2)O1,0
C[C@H]1CCCCO[C@H](CN(C)Cc2ccncc2)[C@H](C)CN([C@H](C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O1,0
C[C@H]1CN([C@H](C)CO)C(=O)Cc2cc(NS(=O)(=O)c3ccc(Cl)cc3)ccc2O[C@@H]1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1,0
CSc1nc(-c2ccccc2)cc(-c2cccs2)c1C#N,0
C#CCN1CCS(=O)(=O)CC1,0
COc1ccc([Si](C)(C)[C@H]2[C@H](CCn3cc([C@H](O)c4ccccc4)nn3)O[C@@]3(C(=O)N(Cc4ccc(N5CCC5=O)cc4)c4ccccc43)[C@@H]2C)cc1,0
C[C@@H]1CN([C@H](C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O[C@@H]1CN(C)C(=O)Nc1cccc2ccccc12,0
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)Oc2c(NC(=O)Nc3ccc(C(F)(F)F)cc3)cccc2C1=O,0
C[C@H]1CN([C@@H](C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O[C@H](C)CCCCO[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0
O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)C4CCOCC4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc2c(c1)OCO2,0
COc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N([C@H](C)CO)C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)OCCCC[C@@H](C)O3)cc1,0
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,0
Cc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ccc(NC(=O)CCN4CCOCC4)cc3CC(=O)N([C@@H](C)CO)C[C@H]2C)cc1,0
COc1ccc(S(=O)(=O)Nc2ccc3c(c2)CC(=O)N([C@H](C)CO)C[C@@H](C)[C@@H](CN(C)CC2CC2)O3)cc1,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,0
COc1ccc(S(=O)(=O)N(C)C[C@H]2Oc3ncc(-c4ccncc4)cc3C(=O)N([C@H](C)CO)C[C@H]2C)cc1,0
